customer_id,country,acquisition_channel,device_type,signup_date
4441,DE,Paid Ads,desktop,2025-07-03
4442,SE,Organic,desktop,2025-05-20
4443,CA,Referral,desktop,2023-04-16
4444,US,Paid Ads,desktop,2024-01-04
4445,AU,Paid Ads,mobile,2024-01-18
4446,FR,Organic,desktop,2025-10-11
4447,SE,Organic,mobile,2023-01-31
4448,AU,Paid Ads,desktop,2025-04-18
4449,US,Organic,mobile,2023-10-04
4450,IN,Referral,mobile,2025-02-05
4451,CA,Referral,mobile,2024-02-01
4452,AU,Organic,mobile,2024-08-18
4453,CA,Referral,mobile,2025-05-22
4454,CA,Organic,mobile,2025-04-23
4455,SE,Referral,desktop,2025-06-25
4456,BR,Organic,mobile,2022-05-31
4457,UK,Organic,mobile,2024-12-25
4458,DE,Organic,desktop,2022-11-16
4459,NL,Email,mobile,2024-01-27
4460,CA,Organic,mobile,2024-07-14
4461,SE,Organic,mobile,2024-01-09
4462,SE,Paid Ads,mobile,2024-06-08
4463,AU,Organic,mobile,2025-10-28
4464,AU,Email,mobile,2022-11-07
4465,FR,Paid Ads,desktop,2024-12-07
4466,CA,Partnership,desktop,2023-12-31
4467,UK,Organic,desktop,2022-11-02
4468,DE,Organic,desktop,2022-12-21
4469,DE,Referral,desktop,2025-09-14
4470,IN,Referral,mobile,2025-07-08
4471,IN,Organic,desktop,2025-08-04
4472,FR,Paid Ads,mobile,2025-10-24
4473,NL,Email,mobile,2023-03-20
4474,IN,Organic,mobile,2023-11-04
4475,US,Referral,mobile,2024-11-30
4476,FR,Organic,desktop,2024-04-24
4477,DE,Partnership,desktop,2024-01-30
4478,DE,Paid Ads,mobile,2023-11-07
4479,UK,Organic,mobile,2024-09-05
4480,SE,Paid Ads,mobile,2024-08-15
4481,US,Partnership,mobile,2022-12-26
4482,NL,Referral,desktop,2024-04-09
4483,AU,Organic,desktop,2024-07-19
4484,FR,Paid Ads,mobile,2024-08-09
4485,IN,Paid Ads,desktop,2023-03-23
4486,BR,Organic,mobile,2025-02-17
4487,UK,Organic,mobile,2022-03-09
4488,DE,Paid Ads,desktop,2023-11-03
4489,BR,Paid Ads,mobile,2025-03-29
4490,FR,Organic,mobile,2024-08-01
4491,CA,Email,mobile,2023-06-15
4492,NL,Paid Ads,desktop,2024-12-28
4493,CA,Organic,mobile,2024-08-05
4494,FR,Organic,desktop,2025-04-15
4495,CA,Referral,mobile,2025-02-10
4496,NL,Referral,desktop,2024-09-24
4497,SE,Referral,desktop,2024-04-30
4498,FR,Organic,desktop,2022-11-03
4499,BR,Paid Ads,desktop,2023-06-15
4500,CA,Partnership,desktop,2024-01-31
4501,NL,Paid Ads,desktop,2024-09-12
4502,IN,Organic,mobile,2024-06-01
4503,AU,Email,desktop,2023-07-27
4504,NL,Organic,mobile,2022-01-18
4505,UK,Organic,mobile,2024-05-10
4506,AU,Organic,mobile,2023-07-23
4507,IN,Organic,mobile,2025-02-09
4508,US,Paid Ads,desktop,2022-03-06
4509,BR,Organic,mobile,2024-08-26
4510,DE,Email,mobile,2025-09-06
4511,IN,Paid Ads,mobile,2023-01-19
4512,SE,Paid Ads,desktop,2024-04-09
4513,AU,Paid Ads,mobile,2022-08-10
4514,SE,Referral,desktop,2024-10-12
4515,AU,Paid Ads,mobile,2024-07-16
4516,UK,Email,desktop,2024-01-15
4517,US,Email,mobile,2024-06-10
4518,DE,Referral,mobile,2025-07-25
4519,UK,Paid Ads,mobile,2023-02-27
4520,IN,Email,desktop,2022-03-02
4521,SE,Paid Ads,mobile,2025-06-20
4522,AU,Organic,desktop,2024-08-17
4523,IN,Organic,mobile,2025-07-19
4524,NL,Partnership,mobile,2024-09-09
4525,US,Organic,desktop,2025-04-29
4526,BR,Email,mobile,2024-02-14
4527,NL,Organic,desktop,2025-02-25
4528,SE,Paid Ads,desktop,2025-08-10
4529,US,Referral,mobile,2024-08-11
4530,US,Organic,mobile,2023-01-30
4531,IN,Referral,mobile,2023-06-27
4532,NL,Referral,mobile,2023-03-03
4533,IN,Paid Ads,mobile,2023-05-23
4534,IN,Paid Ads,mobile,2023-08-24
4535,IN,Organic,desktop,2024-07-21
4536,SE,Paid Ads,mobile,2024-08-29
4537,AU,Organic,desktop,2024-02-10
4538,AU,Organic,mobile,2024-09-30
4539,SE,Partnership,desktop,2022-07-19
4540,DE,Paid Ads,mobile,2022-08-02
4541,BR,Referral,mobile,2023-01-14
4542,UK,Paid Ads,mobile,2024-06-06
4543,BR,Organic,desktop,2023-03-29
4544,SE,Paid Ads,desktop,2023-07-20
4545,CA,Email,desktop,2024-01-06
4546,UK,Organic,mobile,2025-05-01
4547,DE,Email,mobile,2022-02-07
4548,FR,Paid Ads,desktop,2024-11-08
4549,UK,Organic,desktop,2024-11-30
4550,US,Paid Ads,desktop,2025-04-17
4551,SE,Paid Ads,mobile,2025-08-29
4552,FR,Organic,desktop,2022-02-24
4553,BR,Email,mobile,2022-12-12
4554,FR,Email,desktop,2025-07-14
4555,SE,Email,mobile,2024-03-23
4556,BR,Email,mobile,2024-08-02
4557,SE,Partnership,desktop,2024-11-23
4558,NL,Partnership,mobile,2024-12-11
4559,CA,Organic,desktop,2025-08-28
4560,DE,Paid Ads,mobile,2025-10-29
4561,DE,Organic,mobile,2025-01-25
4562,US,Paid Ads,desktop,2023-07-26
4563,CA,Partnership,mobile,2025-07-08
4564,CA,Organic,mobile,2022-05-07
4565,US,Referral,mobile,2023-04-27
4566,BR,Referral,desktop,2025-07-25
4567,US,Organic,desktop,2023-06-07
4568,BR,Organic,desktop,2023-04-10
4569,US,Paid Ads,mobile,2022-11-12
4570,UK,Organic,mobile,2025-06-18
4571,UK,Paid Ads,mobile,2024-05-15
4572,NL,Paid Ads,desktop,2024-12-06
4573,AU,Paid Ads,mobile,2023-05-10
4574,US,Organic,mobile,2025-03-06
4575,CA,Paid Ads,mobile,2025-03-08
4576,UK,Organic,desktop,2023-09-02
4577,IN,Email,desktop,2024-01-20
4578,BR,Organic,desktop,2023-03-22
4579,UK,Email,desktop,2025-10-10
4580,UK,Referral,mobile,2024-11-04
4581,SE,Email,mobile,2025-08-31
4582,BR,Organic,mobile,2023-08-19
4583,DE,Organic,desktop,2025-03-31
4584,FR,Paid Ads,mobile,2025-03-14
4585,BR,Organic,mobile,2024-12-25
4586,NL,Partnership,desktop,2025-09-29
4587,SE,Paid Ads,mobile,2023-12-27
4588,BR,Partnership,mobile,2022-10-29
4589,BR,Email,mobile,2024-12-03
4590,AU,Organic,desktop,2025-02-04
4591,SE,Referral,mobile,2024-08-14
4592,BR,Organic,mobile,2023-03-17
4593,FR,Organic,mobile,2024-05-20
4594,FR,Organic,mobile,2023-09-02
4595,IN,Partnership,desktop,2024-02-11
4596,SE,Paid Ads,mobile,2024-11-03
4597,DE,Referral,mobile,2025-02-21
4598,BR,Organic,mobile,2023-04-29
4599,AU,Paid Ads,desktop,2024-01-12
4600,AU,Paid Ads,mobile,2023-06-28
4601,CA,Organic,mobile,2023-03-03
4602,DE,Organic,mobile,2025-04-02
4603,AU,Paid Ads,mobile,2025-08-06
4604,FR,Referral,mobile,2023-11-25
4605,CA,Organic,mobile,2025-02-27
4606,US,Partnership,mobile,2025-07-25
4607,AU,Organic,desktop,2025-06-05
4608,NL,Paid Ads,desktop,2023-02-03
4609,SE,Organic,mobile,2025-09-20
4610,AU,Organic,mobile,2023-12-04
4611,UK,Partnership,mobile,2023-10-12
4612,DE,Email,desktop,2022-06-07
4613,UK,Referral,desktop,2024-04-27
4614,IN,Email,mobile,2022-09-15
4615,AU,Email,mobile,2023-05-26
4616,US,Referral,mobile,2023-09-09
4617,UK,Email,mobile,2025-04-28
4618,UK,Paid Ads,desktop,2025-07-04
4619,DE,Paid Ads,mobile,2023-08-18
4620,CA,Email,mobile,2025-06-17
4621,US,Organic,mobile,2025-06-16
4622,UK,Email,desktop,2025-03-13
4623,BR,Organic,desktop,2022-11-29
4624,US,Email,mobile,2024-12-23
4625,BR,Organic,desktop,2025-09-10
4626,AU,Organic,desktop,2024-12-15
4627,UK,Organic,desktop,2023-10-01
4628,UK,Email,mobile,2024-05-16
4629,FR,Organic,desktop,2024-11-04
4630,FR,Referral,mobile,2024-05-28
4631,DE,Referral,mobile,2022-10-08
4632,SE,Organic,mobile,2023-09-02
4633,SE,Partnership,mobile,2025-04-21
4634,CA,Organic,desktop,2025-06-20
4635,DE,Referral,desktop,2022-11-11
4636,SE,Paid Ads,desktop,2025-09-17
4637,DE,Organic,mobile,2023-09-26
4638,UK,Organic,mobile,2024-11-22
4639,FR,Referral,mobile,2025-02-28
4640,FR,Partnership,mobile,2025-05-01
4641,FR,Organic,mobile,2025-09-10
4642,SE,Organic,mobile,2023-09-03
4643,US,Partnership,mobile,2025-06-17
4644,NL,Organic,desktop,2022-10-31
4645,UK,Paid Ads,mobile,2025-01-08
4646,AU,Paid Ads,mobile,2025-02-17
4647,DE,Organic,mobile,2024-12-09
4648,FR,Referral,mobile,2023-06-01
4649,FR,Partnership,desktop,2025-07-01
4650,FR,Paid Ads,desktop,2023-01-09
4651,UK,Referral,desktop,2022-05-17
4652,FR,Referral,desktop,2025-01-22
4653,CA,Paid Ads,mobile,2024-04-14
4654,DE,Organic,desktop,2025-06-08
4655,UK,Referral,mobile,2023-12-13
4656,DE,Paid Ads,desktop,2023-01-08
4657,BR,Organic,desktop,2025-05-26
4658,IN,Partnership,desktop,2024-07-14
4659,CA,Email,mobile,2023-02-14
4660,US,Partnership,mobile,2025-01-25
4661,US,Organic,mobile,2024-05-29
4662,NL,Email,mobile,2024-09-17
4663,CA,Referral,mobile,2024-03-26
4664,DE,Partnership,mobile,2025-05-18
4665,US,Partnership,desktop,2025-05-19
4666,IN,Partnership,desktop,2025-01-13
4667,US,Partnership,desktop,2022-09-08
4668,FR,Organic,desktop,2025-05-28
4669,NL,Referral,desktop,2024-12-02
4670,UK,Organic,desktop,2024-12-31
4671,AU,Referral,mobile,2023-11-15
4672,AU,Partnership,mobile,2025-07-08
4673,US,Organic,desktop,2025-01-30
4674,DE,Paid Ads,mobile,2022-09-23
4675,DE,Referral,mobile,2024-01-16
4676,FR,Organic,desktop,2025-07-15
4677,US,Organic,mobile,2022-05-02
4678,US,Organic,desktop,2025-09-25
4679,AU,Organic,desktop,2024-12-11
4680,BR,Referral,mobile,2024-10-18
4681,US,Paid Ads,desktop,2023-06-30
4682,UK,Organic,desktop,2023-05-26
4683,NL,Partnership,mobile,2025-09-07
4684,NL,Referral,mobile,2023-08-12
4685,UK,Paid Ads,mobile,2025-03-24
4686,BR,Organic,mobile,2023-12-27
4687,DE,Referral,mobile,2022-11-14
4688,AU,Paid Ads,mobile,2022-01-30
4689,NL,Referral,desktop,2024-07-08
4690,CA,Referral,mobile,2025-10-09
4691,IN,Organic,mobile,2023-11-23
4692,AU,Partnership,desktop,2023-11-06
4693,BR,Paid Ads,mobile,2023-10-19
4694,CA,Paid Ads,mobile,2024-06-09
4695,US,Partnership,desktop,2024-02-29
4696,UK,Paid Ads,desktop,2025-07-08
4697,US,Referral,desktop,2024-05-22
4698,FR,Referral,mobile,2024-05-25
4699,SE,Organic,desktop,2022-11-13
4700,UK,Partnership,desktop,2025-10-15
4701,CA,Paid Ads,desktop,2023-05-28
4702,IN,Paid Ads,mobile,2022-07-01
4703,SE,Partnership,mobile,2024-11-23
4704,FR,Paid Ads,mobile,2024-09-07
4705,DE,Referral,desktop,2024-01-26
4706,FR,Email,mobile,2024-02-04
4707,SE,Organic,mobile,2025-04-03
4708,NL,Organic,mobile,2023-02-26
4709,AU,Organic,mobile,2025-05-09
4710,BR,Email,desktop,2024-11-07
4711,US,Organic,desktop,2024-01-31
4712,DE,Organic,desktop,2024-03-22
4713,BR,Organic,mobile,2023-06-08
4714,FR,Organic,mobile,2025-02-28
4715,IN,Referral,mobile,2024-05-31
4716,US,Partnership,mobile,2023-09-15
4717,DE,Organic,mobile,2024-09-08
4718,BR,Paid Ads,desktop,2025-10-28
4719,US,Email,desktop,2024-02-22
4720,US,Paid Ads,mobile,2025-08-17
4721,DE,Partnership,mobile,2023-10-20
4722,CA,Paid Ads,mobile,2022-05-20
4723,AU,Organic,mobile,2023-03-13
4724,CA,Partnership,desktop,2024-01-31
4725,US,Paid Ads,desktop,2023-04-08
4726,SE,Organic,mobile,2022-01-01
4727,UK,Organic,mobile,2025-08-12
4728,SE,Partnership,mobile,2025-06-02
4729,DE,Email,mobile,2025-02-17
4730,US,Paid Ads,desktop,2023-01-07
4731,US,Email,desktop,2022-10-08
4732,IN,Paid Ads,mobile,2022-06-18
4733,AU,Organic,desktop,2025-01-29
4734,IN,Referral,mobile,2025-08-25
4735,DE,Referral,mobile,2024-02-15
4736,NL,Paid Ads,mobile,2022-10-06
4737,CA,Organic,mobile,2024-05-30
4738,IN,Organic,desktop,2023-10-26
4739,DE,Email,mobile,2023-12-01
4740,CA,Email,desktop,2024-10-07
4741,DE,Referral,desktop,2025-01-23
4742,NL,Email,mobile,2022-09-19
4743,AU,Referral,desktop,2022-04-04
4744,AU,Email,mobile,2025-10-26
4745,DE,Organic,mobile,2023-04-30
4746,IN,Paid Ads,desktop,2022-05-18
4747,AU,Paid Ads,desktop,2023-02-16
4748,UK,Organic,desktop,2022-04-12
4749,IN,Referral,mobile,2023-12-25
4750,BR,Partnership,mobile,2025-04-21
4751,FR,Paid Ads,mobile,2023-10-15
4752,DE,Partnership,desktop,2024-03-04
4753,DE,Paid Ads,desktop,2024-12-07
4754,DE,Paid Ads,desktop,2024-05-26
4755,NL,Referral,mobile,2025-06-20
4756,DE,Organic,desktop,2025-06-25
4757,AU,Paid Ads,desktop,2022-01-28
4758,AU,Paid Ads,desktop,2025-03-27
4759,FR,Partnership,mobile,2024-03-26
4760,FR,Referral,mobile,2025-10-21
4761,SE,Organic,mobile,2024-04-24
4762,IN,Organic,mobile,2025-10-19
4763,AU,Partnership,mobile,2025-03-02
4764,AU,Paid Ads,desktop,2023-05-26
4765,NL,Partnership,desktop,2024-07-01
4766,AU,Paid Ads,mobile,2025-10-24
4767,AU,Referral,desktop,2025-06-16
4768,SE,Referral,desktop,2022-08-22
4769,UK,Organic,desktop,2025-01-10
4770,SE,Referral,desktop,2023-10-21
4771,UK,Paid Ads,desktop,2022-01-20
4772,SE,Referral,mobile,2024-01-10
4773,AU,Email,desktop,2023-05-03
4774,SE,Organic,desktop,2025-05-08
4775,AU,Referral,desktop,2023-10-09
4776,AU,Organic,mobile,2025-05-17
4777,FR,Organic,mobile,2022-01-02
4778,US,Referral,desktop,2023-08-26
4779,UK,Organic,mobile,2023-05-14
4780,BR,Paid Ads,desktop,2023-05-01
4781,IN,Organic,mobile,2022-06-20
4782,IN,Organic,mobile,2023-02-11
4783,SE,Organic,mobile,2024-07-22
4784,US,Organic,mobile,2023-08-01
4785,NL,Email,desktop,2024-01-29
4786,BR,Referral,mobile,2023-12-04
4787,IN,Partnership,desktop,2025-07-04
4788,CA,Organic,mobile,2025-08-02
4789,DE,Email,desktop,2024-05-06
4790,CA,Referral,desktop,2023-09-28
4791,NL,Organic,desktop,2022-09-11
4792,BR,Referral,desktop,2025-09-18
4793,IN,Referral,mobile,2022-06-02
4794,SE,Paid Ads,mobile,2023-08-11
4795,DE,Referral,desktop,2023-08-11
4796,UK,Paid Ads,desktop,2023-09-14
4797,IN,Organic,mobile,2023-01-01
4798,IN,Paid Ads,desktop,2025-04-01
4799,NL,Email,mobile,2022-10-13
4800,IN,Paid Ads,mobile,2024-10-23
4801,BR,Paid Ads,desktop,2022-10-15
4802,US,Referral,desktop,2022-06-25
4803,BR,Email,mobile,2025-08-06
4804,UK,Referral,desktop,2023-02-16
4805,US,Organic,desktop,2025-05-10
4806,IN,Referral,mobile,2024-07-09
4807,IN,Paid Ads,desktop,2022-07-11
4808,DE,Paid Ads,desktop,2025-09-20
4809,IN,Paid Ads,mobile,2023-05-23
4810,AU,Referral,mobile,2025-06-18
4811,UK,Email,mobile,2023-01-09
4812,FR,Referral,desktop,2025-06-12
4813,SE,Paid Ads,desktop,2022-02-06
4814,DE,Paid Ads,mobile,2024-05-30
4815,CA,Organic,desktop,2025-03-18
4816,US,Partnership,desktop,2025-08-31
4817,FR,Paid Ads,mobile,2025-08-06
4818,SE,Paid Ads,desktop,2025-05-09
4819,IN,Email,desktop,2025-07-16
4820,BR,Organic,desktop,2023-03-04
4821,AU,Email,mobile,2023-07-21
4822,US,Email,desktop,2023-07-29
4823,US,Email,desktop,2023-12-04
4824,US,Organic,desktop,2023-12-27
4825,UK,Paid Ads,mobile,2024-07-09
4826,US,Organic,mobile,2022-12-23
4827,DE,Paid Ads,desktop,2024-12-24
4828,SE,Referral,mobile,2023-01-07
4829,BR,Organic,desktop,2023-08-30
4830,DE,Referral,desktop,2024-05-19
4831,DE,Paid Ads,mobile,2025-04-15
4832,AU,Email,mobile,2025-02-14
4833,BR,Paid Ads,desktop,2024-11-04
4834,AU,Organic,mobile,2022-12-16
4835,US,Organic,mobile,2024-07-12
4836,US,Email,mobile,2022-08-01
4837,DE,Paid Ads,mobile,2023-12-05
4838,DE,Paid Ads,mobile,2024-01-24
4839,US,Organic,mobile,2022-04-14
4840,NL,Paid Ads,desktop,2023-07-05
4841,SE,Email,mobile,2025-09-20
4842,UK,Email,mobile,2025-09-18
4843,FR,Organic,mobile,2023-10-31
4844,IN,Paid Ads,desktop,2022-04-22
4845,CA,Organic,mobile,2023-01-27
4846,BR,Partnership,mobile,2023-12-26
4847,AU,Paid Ads,mobile,2025-09-12
4848,BR,Email,desktop,2022-11-18
4849,US,Referral,mobile,2025-03-12
4850,FR,Email,mobile,2022-09-15
4851,CA,Partnership,desktop,2025-10-14
4852,DE,Organic,mobile,2023-12-11
4853,DE,Partnership,desktop,2025-03-24
4854,AU,Email,mobile,2023-10-16
4855,SE,Paid Ads,mobile,2024-10-14
4856,IN,Email,desktop,2023-02-19
4857,SE,Referral,mobile,2022-11-27
4858,FR,Email,mobile,2025-09-03
4859,SE,Organic,mobile,2025-08-14
4860,AU,Referral,mobile,2025-07-16
4861,CA,Organic,desktop,2024-10-12
4862,CA,Email,mobile,2025-04-27
4863,CA,Partnership,desktop,2022-06-22
4864,DE,Referral,desktop,2023-10-05
4865,NL,Paid Ads,desktop,2023-09-04
4866,FR,Referral,mobile,2024-10-23
4867,IN,Organic,mobile,2023-11-05
4868,FR,Referral,mobile,2022-12-02
4869,FR,Referral,mobile,2024-09-08
4870,SE,Organic,mobile,2025-05-03
4871,UK,Organic,mobile,2023-12-12
4872,FR,Referral,desktop,2022-11-01
4873,AU,Paid Ads,mobile,2023-02-28
4874,UK,Email,desktop,2023-05-08
4875,NL,Organic,mobile,2023-08-14
4876,AU,Organic,desktop,2024-10-31
4877,FR,Referral,mobile,2024-09-14
4878,BR,Referral,desktop,2024-12-30
4879,DE,Paid Ads,desktop,2023-11-14
4880,SE,Referral,desktop,2025-05-13
4881,US,Paid Ads,mobile,2023-03-12
4882,IN,Referral,desktop,2024-04-06
4883,IN,Organic,desktop,2025-04-20
4884,AU,Paid Ads,desktop,2023-01-29
4885,IN,Organic,desktop,2022-09-17
4886,UK,Organic,mobile,2025-07-12
4887,CA,Organic,mobile,2023-10-17
4888,BR,Organic,mobile,2024-12-16
4889,US,Partnership,mobile,2022-03-09
4890,IN,Organic,mobile,2024-12-23
4891,IN,Organic,mobile,2023-09-08
4892,AU,Email,mobile,2022-05-22
4893,FR,Paid Ads,mobile,2024-09-24
4894,DE,Paid Ads,desktop,2023-05-13
4895,SE,Paid Ads,mobile,2023-12-18
4896,SE,Paid Ads,mobile,2022-07-17
4897,SE,Organic,mobile,2022-11-30
4898,SE,Organic,mobile,2023-08-11
4899,NL,Email,mobile,2022-08-06
4900,US,Organic,mobile,2025-08-08
4901,FR,Organic,mobile,2022-01-17
4902,DE,Paid Ads,mobile,2024-04-25
4903,DE,Organic,desktop,2022-10-14
4904,AU,Paid Ads,desktop,2023-08-26
4905,BR,Email,desktop,2025-08-22
4906,IN,Partnership,mobile,2022-12-27
4907,IN,Email,desktop,2025-09-29
4908,FR,Organic,desktop,2023-03-15
4909,NL,Partnership,desktop,2025-02-17
4910,UK,Paid Ads,desktop,2024-07-11
4911,CA,Organic,mobile,2025-07-13
4912,FR,Paid Ads,desktop,2024-07-20
4913,UK,Referral,mobile,2024-06-27
4914,CA,Organic,desktop,2023-02-25
4915,DE,Referral,desktop,2023-01-04
4916,NL,Email,mobile,2025-08-13
4917,FR,Organic,mobile,2023-09-25
4918,SE,Referral,mobile,2023-11-28
4919,DE,Paid Ads,desktop,2025-03-08
4920,UK,Paid Ads,mobile,2023-10-11
4921,FR,Organic,mobile,2025-09-16
4922,FR,Referral,mobile,2025-02-13
4923,AU,Paid Ads,desktop,2024-09-09
4924,US,Email,desktop,2025-07-09
4925,DE,Partnership,mobile,2022-05-08
4926,FR,Partnership,mobile,2023-06-08
4927,IN,Organic,mobile,2024-03-31
4928,IN,Organic,desktop,2023-04-20
4929,US,Paid Ads,mobile,2025-02-19
4930,FR,Referral,desktop,2025-08-16
4931,SE,Partnership,mobile,2024-02-06
4932,US,Email,desktop,2023-10-16
4933,US,Paid Ads,mobile,2025-09-25
4934,UK,Organic,desktop,2024-03-05
4935,UK,Email,mobile,2024-05-01
4936,BR,Organic,desktop,2023-10-30
4937,DE,Organic,mobile,2025-08-06
4938,CA,Email,desktop,2024-08-07
4939,US,Paid Ads,mobile,2025-03-10
4940,UK,Organic,mobile,2025-05-01
4941,NL,Paid Ads,mobile,2023-10-15
4942,BR,Organic,mobile,2024-02-20
4943,FR,Referral,desktop,2025-06-07
4944,DE,Organic,mobile,2023-11-15
4945,FR,Email,desktop,2025-04-12
4946,BR,Paid Ads,desktop,2025-09-06
4947,AU,Paid Ads,desktop,2024-10-09
4948,IN,Organic,mobile,2025-02-17
4949,DE,Organic,mobile,2025-04-24
4950,IN,Referral,mobile,2025-06-04
4951,NL,Referral,mobile,2023-12-29
4952,FR,Organic,mobile,2022-05-12
4953,AU,Paid Ads,mobile,2024-01-08
4954,NL,Email,desktop,2024-12-05
4955,CA,Paid Ads,mobile,2024-03-12
4956,FR,Organic,mobile,2025-02-24
4957,BR,Paid Ads,mobile,2023-11-06
4958,AU,Referral,desktop,2024-10-22
4959,DE,Organic,desktop,2023-02-10
4960,AU,Organic,desktop,2025-02-25
4961,FR,Referral,desktop,2024-07-10
4962,UK,Partnership,desktop,2023-03-12
4963,NL,Paid Ads,mobile,2023-08-02
4964,AU,Organic,mobile,2025-02-24
4965,IN,Paid Ads,mobile,2024-04-23
4966,NL,Organic,desktop,2023-04-02
4967,IN,Organic,desktop,2025-10-01
4968,AU,Paid Ads,desktop,2025-01-19
4969,UK,Partnership,desktop,2025-09-21
4970,NL,Email,desktop,2024-02-11
4971,BR,Organic,desktop,2024-04-13
4972,NL,Email,mobile,2025-07-26
4973,DE,Organic,desktop,2024-06-15
4974,AU,Organic,mobile,2025-01-11
4975,CA,Partnership,mobile,2023-06-01
4976,FR,Partnership,mobile,2024-03-08
4977,US,Organic,mobile,2022-10-14
4978,SE,Organic,mobile,2023-03-16
4979,CA,Organic,mobile,2022-01-03
4980,IN,Paid Ads,mobile,2022-04-13
4981,BR,Email,desktop,2025-10-10
4982,BR,Organic,desktop,2023-05-16
4983,SE,Paid Ads,mobile,2024-11-23
4984,UK,Organic,desktop,2025-05-29
4985,DE,Organic,mobile,2024-07-16
4986,FR,Email,mobile,2022-12-11
4987,CA,Email,desktop,2025-02-02
4988,US,Organic,mobile,2024-09-13
4989,NL,Organic,mobile,2025-02-06
4990,SE,Organic,mobile,2025-03-18
4991,UK,Paid Ads,mobile,2025-10-08
4992,BR,Organic,mobile,2024-08-12
4993,US,Paid Ads,mobile,2023-10-15
4994,BR,Paid Ads,mobile,2024-11-07
4995,AU,Organic,desktop,2022-06-20
4996,SE,Email,desktop,2025-07-25
4997,UK,Organic,desktop,2022-10-06
4998,NL,Email,desktop,2023-09-25
4999,IN,Paid Ads,desktop,2025-05-05
5000,UK,Email,mobile,2024-09-09
5001,FR,Organic,mobile,2023-12-27
5002,NL,Referral,mobile,2024-04-11
5003,CA,Organic,mobile,2025-06-13
5004,UK,Partnership,desktop,2023-10-13
5005,NL,Referral,desktop,2025-06-28
5006,CA,Organic,mobile,2022-08-03
5007,UK,Organic,desktop,2025-03-26
5008,US,Email,mobile,2025-06-06
5009,IN,Partnership,desktop,2023-02-01
5010,US,Email,desktop,2024-02-15
5011,FR,Email,desktop,2023-01-03
5012,NL,Email,mobile,2025-01-10
5013,CA,Paid Ads,mobile,2024-06-28
5014,AU,Organic,mobile,2024-10-23
5015,UK,Organic,mobile,2023-02-27
5016,AU,Referral,mobile,2023-03-26
5017,UK,Paid Ads,mobile,2022-04-18
5018,FR,Paid Ads,mobile,2023-09-16
5019,AU,Organic,desktop,2024-07-27
5020,CA,Referral,mobile,2025-06-16
5021,DE,Organic,mobile,2024-11-27
5022,US,Paid Ads,desktop,2024-02-22
5023,CA,Paid Ads,desktop,2025-09-17
5024,BR,Organic,desktop,2025-01-24
5025,SE,Email,desktop,2025-08-26
5026,FR,Paid Ads,mobile,2024-06-18
5027,IN,Email,mobile,2023-06-11
5028,UK,Organic,mobile,2022-05-15
5029,CA,Organic,mobile,2025-01-31
5030,AU,Organic,mobile,2022-10-10
5031,SE,Organic,desktop,2023-08-19
5032,DE,Organic,mobile,2024-06-24
5033,BR,Organic,mobile,2024-08-02
5034,AU,Email,mobile,2024-09-13
5035,US,Partnership,mobile,2023-01-04
5036,DE,Partnership,mobile,2023-12-08
5037,SE,Partnership,desktop,2024-10-02
5038,NL,Paid Ads,mobile,2025-10-03
5039,NL,Paid Ads,mobile,2025-02-02
5040,SE,Organic,mobile,2025-08-19
5041,NL,Organic,desktop,2025-03-10
5042,FR,Email,desktop,2024-09-03
5043,CA,Email,mobile,2023-02-19
5044,UK,Email,mobile,2024-11-27
5045,CA,Email,desktop,2024-10-09
5046,BR,Organic,mobile,2024-09-15
5047,CA,Paid Ads,desktop,2024-05-02
5048,CA,Paid Ads,desktop,2024-06-19
5049,US,Partnership,mobile,2023-10-05
5050,UK,Partnership,mobile,2024-06-08
5051,CA,Paid Ads,mobile,2023-03-01
5052,UK,Organic,desktop,2025-04-24
5053,IN,Organic,desktop,2023-02-08
5054,NL,Paid Ads,desktop,2022-07-27
5055,AU,Email,desktop,2024-02-23
5056,US,Organic,mobile,2024-11-18
5057,NL,Organic,desktop,2024-02-25
5058,UK,Organic,mobile,2023-07-10
5059,NL,Partnership,mobile,2024-07-25
5060,CA,Paid Ads,mobile,2023-10-23
5061,AU,Referral,mobile,2025-08-29
5062,CA,Paid Ads,desktop,2025-08-19
5063,BR,Organic,desktop,2024-05-18
5064,CA,Organic,mobile,2023-09-25
5065,AU,Email,desktop,2025-02-12
5066,DE,Email,mobile,2022-04-07
5067,IN,Paid Ads,mobile,2024-04-13
5068,UK,Paid Ads,mobile,2023-10-07
5069,IN,Email,mobile,2025-08-17
5070,BR,Referral,mobile,2022-02-02
5071,IN,Organic,mobile,2024-07-19
5072,NL,Paid Ads,desktop,2025-02-16
5073,SE,Referral,mobile,2024-04-26
5074,US,Paid Ads,desktop,2022-07-28
5075,AU,Partnership,mobile,2025-10-06
5076,US,Email,mobile,2024-06-06
5077,AU,Organic,desktop,2024-09-29
5078,UK,Referral,desktop,2023-05-06
5079,IN,Organic,mobile,2024-04-24
5080,UK,Referral,mobile,2024-02-13
5081,CA,Referral,mobile,2022-07-05
5082,CA,Paid Ads,mobile,2022-09-10
5083,US,Email,mobile,2025-05-27
5084,FR,Referral,desktop,2023-05-11
5085,FR,Email,mobile,2023-02-25
5086,SE,Organic,mobile,2024-05-21
5087,FR,Organic,desktop,2025-03-17
