subscription_id,customer_id,plan_id,start_date,cancel_date,status,mrr_usd
2563,3766,5,2023-08-23,2024-01-23,cancelled,49.92
2564,3767,1,2024-10-11,,active,29.0
2565,3768,6,2024-04-18,,active,99.92
2566,3771,6,2024-07-31,,active,99.92
2567,3774,4,2025-02-10,,active,24.92
2568,3776,3,2025-10-26,,active,119.0
2569,3777,2,2025-05-23,2025-09-23,cancelled,59.0
2570,3779,1,2025-01-06,,active,29.0
2571,3781,1,2024-01-15,2024-02-15,cancelled,29.0
2572,3781,3,2024-01-14,2024-10-14,cancelled,119.0
2573,3782,1,2023-11-05,,active,29.0
2574,3782,3,2023-11-08,,active,119.0
2575,3783,2,2022-02-01,,active,59.0
2576,3784,1,2025-06-21,,active,29.0
2577,3785,5,2025-06-07,2025-06-07,cancelled,49.92
2578,3786,4,2022-09-26,2023-05-26,cancelled,24.92
2579,3786,1,2022-09-20,,active,29.0
2580,3787,5,2024-10-05,2025-02-05,cancelled,49.92
2581,3787,3,2024-09-06,,active,119.0
2582,3789,2,2022-10-15,,active,59.0
2583,3792,4,2022-07-20,2022-11-20,cancelled,24.92
2584,3793,5,2024-09-18,,active,49.92
2585,3796,3,2024-12-25,,active,119.0
2586,3798,3,2022-09-28,2024-11-28,cancelled,119.0
2587,3799,4,2023-01-16,2023-01-16,cancelled,24.92
2588,3801,5,2023-09-24,2024-03-24,cancelled,49.92
2589,3802,6,2025-09-19,2025-09-19,cancelled,99.92
2590,3803,1,2025-06-07,,active,29.0
2591,3805,1,2023-07-30,2024-04-29,cancelled,29.0
2592,3807,3,2024-03-25,,active,119.0
2593,3808,3,2023-12-15,2024-11-15,cancelled,119.0
2594,3810,1,2022-06-05,2022-06-05,cancelled,29.0
2595,3810,6,2022-06-24,2022-06-24,cancelled,99.92
2596,3811,3,2025-02-12,,active,119.0
2597,3813,5,2023-06-02,,active,49.92
2598,3814,1,2024-10-29,2025-06-28,cancelled,29.0
2599,3817,5,2024-01-02,,active,49.92
2600,3817,4,2023-11-18,2024-11-18,cancelled,24.92
2601,3820,5,2024-04-28,,active,49.92
2602,3821,3,2023-11-12,2025-07-12,cancelled,119.0
2603,3826,1,2022-08-24,2025-10-24,cancelled,29.0
2604,3827,6,2024-04-20,2024-08-20,cancelled,99.92
2605,3828,6,2024-05-13,,active,99.92
2606,3829,2,2025-07-27,,active,59.0
2607,3831,1,2023-12-26,2025-01-26,cancelled,29.0
2608,3832,5,2025-05-15,2025-05-15,cancelled,49.92
2609,3834,1,2023-12-29,2024-08-29,cancelled,29.0
2610,3836,1,2023-09-05,,active,29.0
2611,3837,1,2025-10-20,,active,29.0
2612,3838,3,2022-11-01,2022-11-01,cancelled,119.0
2613,3842,2,2022-04-27,,active,59.0
2614,3845,3,2023-02-01,2023-04-01,cancelled,119.0
2615,3846,2,2024-12-24,,active,59.0
2616,3848,5,2024-09-02,,active,49.92
2617,3849,4,2025-01-27,2025-01-27,cancelled,24.92
2618,3850,4,2022-07-23,,active,24.92
2619,3851,6,2024-01-30,2024-06-29,cancelled,99.92
2620,3853,6,2024-10-17,2025-06-17,cancelled,99.92
2621,3853,4,2024-11-16,2025-02-16,cancelled,24.92
2622,3856,4,2022-08-14,2022-08-14,cancelled,24.92
2623,3860,3,2025-07-12,,active,119.0
2624,3862,3,2024-10-20,,active,119.0
2625,3862,5,2024-10-09,,active,49.92
2626,3863,5,2024-01-15,2024-12-15,cancelled,49.92
2627,3863,6,2023-12-28,2025-04-28,cancelled,99.92
2628,3864,2,2023-08-03,2023-11-03,cancelled,59.0
2629,3865,3,2022-10-09,2023-01-09,cancelled,119.0
2630,3867,6,2024-02-15,2025-06-15,cancelled,99.92
2631,3867,2,2024-03-17,2025-06-17,cancelled,59.0
2632,3868,5,2025-01-15,,active,49.92
2633,3869,4,2025-01-14,2025-09-14,cancelled,24.92
2634,3870,4,2022-07-13,2022-12-13,cancelled,24.92
2635,3871,2,2024-01-02,2024-05-02,cancelled,59.0
2636,3872,5,2023-02-16,2024-12-16,cancelled,49.92
2637,3874,5,2025-06-26,,active,49.92
2638,3875,1,2022-04-27,2025-04-27,cancelled,29.0
2639,3877,6,2023-03-07,2023-04-07,cancelled,99.92
2640,3880,5,2023-06-25,2023-06-25,cancelled,49.92
2641,3880,4,2023-05-20,,active,24.92
2642,3881,4,2024-06-25,2024-07-25,cancelled,24.92
2643,3883,6,2025-10-20,,active,99.92
2644,3885,4,2025-08-23,2025-10-23,cancelled,24.92
2645,3887,6,2025-09-16,,active,99.92
2646,3888,4,2024-12-03,2025-01-03,cancelled,24.92
2647,3889,2,2024-11-24,2025-09-24,cancelled,59.0
2648,3889,3,2024-11-15,2025-05-15,cancelled,119.0
2649,3890,6,2024-03-08,2024-11-08,cancelled,99.92
2650,3892,6,2024-07-20,,active,99.92
2651,3895,3,2025-04-06,,active,119.0
2652,3897,6,2022-12-22,,active,99.92
2653,3900,3,2025-06-17,,active,119.0
2654,3900,4,2025-06-24,2025-09-24,cancelled,24.92
2655,3901,3,2024-02-21,,active,119.0
2656,3901,1,2024-03-28,2024-05-28,cancelled,29.0
2657,3903,6,2025-08-30,,active,99.92
2658,3905,6,2025-07-07,,active,99.92
2659,3907,1,2024-07-10,2024-08-10,cancelled,29.0
2660,3908,1,2023-08-29,2024-11-29,cancelled,29.0
2661,3909,2,2024-09-01,2025-03-01,cancelled,59.0
2662,3910,3,2023-10-29,,active,119.0
2663,3911,5,2022-04-28,2023-11-28,cancelled,49.92
2664,3912,4,2023-07-30,2025-03-28,cancelled,24.92
2665,3913,1,2022-01-18,2023-06-18,cancelled,29.0
2666,3915,4,2025-10-08,,active,24.92
2667,3916,4,2024-02-01,2024-07-01,cancelled,24.92
2668,3918,2,2023-11-16,2024-02-16,cancelled,59.0
2669,3918,5,2023-11-14,2023-11-14,cancelled,49.92
2670,3919,4,2025-01-20,2025-01-20,cancelled,24.92
2671,3920,2,2025-06-15,,active,59.0
2672,3920,3,2025-06-17,2025-07-17,cancelled,119.0
2673,3921,3,2025-09-29,,active,119.0
2674,3922,3,2024-02-10,,active,119.0
2675,3922,1,2024-01-09,2024-09-09,cancelled,29.0
2676,3923,1,2025-05-16,,active,29.0
2677,3926,1,2022-03-16,,active,29.0
2678,3926,4,2022-04-02,2022-07-02,cancelled,24.92
2679,3928,1,2025-01-11,,active,29.0
2680,3929,6,2025-01-01,,active,99.92
2681,3930,3,2022-10-31,2025-02-28,cancelled,119.0
2682,3931,3,2025-09-07,,active,119.0
2683,3931,5,2025-09-13,2025-09-13,cancelled,49.92
2684,3932,3,2023-03-04,2024-08-04,cancelled,119.0
2685,3933,1,2024-11-13,2025-06-13,cancelled,29.0
2686,3935,5,2023-09-06,2024-01-06,cancelled,49.92
2687,3936,6,2024-07-28,,active,99.92
2688,3937,4,2024-03-07,,active,24.92
2689,3939,5,2023-02-26,2023-02-26,cancelled,49.92
2690,3942,2,2025-08-25,,active,59.0
2691,3943,5,2022-07-30,2024-07-28,cancelled,49.92
2692,3944,1,2024-02-11,2024-02-11,cancelled,29.0
2693,3945,5,2022-10-11,2024-09-11,cancelled,49.92
2694,3947,1,2025-01-18,,active,29.0
2695,3948,5,2024-10-23,,active,49.92
2696,3951,3,2022-03-10,,active,119.0
2697,3952,2,2025-05-29,,active,59.0
2698,3952,1,2025-06-12,,active,29.0
2699,3953,5,2025-10-21,,active,49.92
2700,3954,6,2022-12-09,,active,99.92
2701,3954,1,2022-12-07,,active,29.0
2702,3955,2,2023-05-19,,active,59.0
2703,3956,5,2025-07-30,,active,49.92
2704,3957,4,2025-09-19,,active,24.92
2705,3957,2,2025-10-04,,active,59.0
2706,3958,2,2024-02-20,,active,59.0
2707,3959,1,2022-05-26,2025-07-26,cancelled,29.0
2708,3959,2,2022-06-11,2024-09-11,cancelled,59.0
2709,3961,4,2024-08-27,2025-09-27,cancelled,24.92
2710,3961,1,2024-08-13,2024-08-13,cancelled,29.0
2711,3962,6,2024-01-10,2024-02-10,cancelled,99.92
2712,3964,2,2024-08-26,,active,59.0
2713,3967,4,2023-09-11,2025-03-11,cancelled,24.92
2714,3969,1,2024-10-22,,active,29.0
2715,3971,4,2025-10-24,,active,24.92
2716,3971,2,2025-10-26,,active,59.0
2717,3972,1,2024-09-02,,active,29.0
2718,3976,2,2025-08-21,,active,59.0
2719,3977,5,2023-12-21,,active,49.92
2720,3981,6,2025-05-25,,active,99.92
2721,3982,3,2025-05-09,,active,119.0
2722,3983,3,2023-05-08,,active,119.0
2723,3984,2,2023-05-29,,active,59.0
2724,3985,2,2025-05-20,,active,59.0
2725,3986,6,2025-08-30,,active,99.92
2726,3987,4,2022-08-21,2023-04-21,cancelled,24.92
2727,3990,4,2025-08-06,,active,24.92
2728,3991,1,2022-08-18,2022-11-18,cancelled,29.0
2729,3993,4,2025-04-19,2025-07-19,cancelled,24.92
2730,3995,1,2024-05-27,,active,29.0
2731,3996,3,2024-03-15,,active,119.0
2732,3998,5,2024-02-25,2024-08-25,cancelled,49.92
2733,4002,6,2025-06-14,,active,99.92
2734,4003,1,2025-03-21,,active,29.0
2735,4004,5,2023-01-28,2025-03-28,cancelled,49.92
2736,4005,5,2023-01-31,2023-12-28,cancelled,49.92
2737,4006,3,2023-08-13,,active,119.0
2738,4007,6,2023-11-16,,active,99.92
2739,4008,3,2024-01-19,2024-05-19,cancelled,119.0
2740,4009,5,2024-12-16,2024-12-16,cancelled,49.92
2741,4009,2,2025-02-07,,active,59.0
2742,4010,4,2022-06-19,2024-05-19,cancelled,24.92
2743,4012,6,2024-02-13,2025-09-13,cancelled,99.92
2744,4014,6,2023-03-09,2024-06-09,cancelled,99.92
2745,4016,1,2023-06-15,2023-06-15,cancelled,29.0
2746,4018,6,2025-08-21,,active,99.92
2747,4018,3,2025-08-01,,active,119.0
2748,4021,1,2024-02-13,2024-07-13,cancelled,29.0
2749,4024,2,2025-05-18,,active,59.0
2750,4024,5,2025-06-21,,active,49.92
2751,4028,1,2023-01-08,2024-05-08,cancelled,29.0
2752,4030,1,2024-01-07,,active,29.0
2753,4032,2,2023-08-25,2024-02-25,cancelled,59.0
2754,4033,5,2022-08-19,2025-08-19,cancelled,49.92
2755,4034,4,2025-10-29,,active,24.92
2756,4035,1,2023-01-23,2024-05-23,cancelled,29.0
2757,4036,5,2025-10-25,,active,49.92
2758,4037,3,2025-10-20,2025-10-20,cancelled,119.0
2759,4039,6,2024-12-29,,active,99.92
2760,4041,1,2025-07-13,2025-09-13,cancelled,29.0
2761,4043,2,2024-05-16,,active,59.0
2762,4044,5,2024-10-19,,active,49.92
2763,4048,2,2024-08-24,,active,59.0
2764,4048,4,2024-08-11,,active,24.92
2765,4049,1,2025-06-18,,active,29.0
2766,4050,3,2023-03-17,,active,119.0
2767,4051,2,2025-09-08,,active,59.0
2768,4051,1,2025-09-06,,active,29.0
2769,4053,4,2025-06-20,,active,24.92
2770,4054,4,2024-08-14,2024-09-14,cancelled,24.92
2771,4055,1,2025-04-25,,active,29.0
2772,4056,3,2022-02-20,2024-12-20,cancelled,119.0
2773,4059,3,2025-09-07,,active,119.0
2774,4063,2,2025-05-12,,active,59.0
2775,4064,3,2023-07-15,,active,119.0
2776,4065,2,2025-07-08,,active,59.0
2777,4066,4,2022-09-18,2025-10-18,cancelled,24.92
2778,4067,3,2022-11-09,2022-11-09,cancelled,119.0
2779,4072,2,2025-01-28,,active,59.0
2780,4073,6,2024-09-23,,active,99.92
2781,4075,1,2024-12-25,2025-03-25,cancelled,29.0
2782,4075,2,2025-02-01,,active,59.0
2783,4076,5,2024-09-10,,active,49.92
2784,4077,2,2024-03-08,2024-07-08,cancelled,59.0
2785,4078,1,2023-09-04,,active,29.0
2786,4079,4,2025-03-19,2025-09-19,cancelled,24.92
2787,4080,2,2023-05-11,,active,59.0
2788,4083,3,2024-10-31,,active,119.0
2789,4084,3,2025-04-12,,active,119.0
2790,4085,6,2023-04-11,2024-08-11,cancelled,99.92
2791,4085,3,2023-05-02,2023-05-02,cancelled,119.0
2792,4087,6,2022-11-04,,active,99.92
2793,4088,5,2024-11-10,2025-10-10,cancelled,49.92
2794,4089,4,2025-07-18,2025-07-18,cancelled,24.92
2795,4090,3,2022-06-25,2022-06-25,cancelled,119.0
2796,4092,6,2023-10-22,,active,99.92
2797,4095,3,2023-10-29,2025-06-28,cancelled,119.0
2798,4096,4,2024-05-29,2025-09-28,cancelled,24.92
2799,4101,4,2024-11-03,,active,24.92
2800,4103,6,2024-08-21,,active,99.92
2801,4104,3,2023-01-22,2025-01-22,cancelled,119.0
2802,4105,5,2023-09-02,2024-01-02,cancelled,49.92
2803,4105,2,2023-09-07,,active,59.0
2804,4107,2,2025-10-21,,active,59.0
2805,4108,5,2022-05-18,2023-10-18,cancelled,49.92
2806,4109,3,2025-08-16,,active,119.0
2807,4111,5,2024-09-18,,active,49.92
2808,4113,3,2022-08-02,2023-10-02,cancelled,119.0
2809,4114,2,2022-08-29,,active,59.0
2810,4114,6,2022-08-21,,active,99.92
2811,4115,5,2024-09-14,2025-10-14,cancelled,49.92
2812,4117,2,2025-08-19,,active,59.0
2813,4118,5,2024-02-21,2024-06-21,cancelled,49.92
2814,4119,3,2022-12-10,,active,119.0
2815,4119,6,2022-12-24,2023-09-24,cancelled,99.92
2816,4123,4,2025-01-18,,active,24.92
2817,4124,6,2025-08-04,,active,99.92
2818,4127,6,2024-12-14,,active,99.92
2819,4129,4,2023-08-20,,active,24.92
2820,4133,3,2025-01-18,,active,119.0
2821,4133,2,2024-12-22,,active,59.0
2822,4134,5,2024-10-28,2025-04-28,cancelled,49.92
2823,4134,4,2024-11-16,,active,24.92
2824,4135,2,2024-10-03,2025-05-03,cancelled,59.0
2825,4136,2,2022-04-04,2023-09-04,cancelled,59.0
2826,4140,1,2024-09-05,,active,29.0
2827,4140,3,2024-08-07,,active,119.0
2828,4143,5,2022-09-09,,active,49.92
2829,4144,6,2025-06-04,,active,99.92
2830,4145,1,2025-08-23,,active,29.0
2831,4146,5,2024-11-23,,active,49.92
2832,4149,4,2025-02-23,,active,24.92
2833,4150,1,2025-05-06,2025-05-06,cancelled,29.0
2834,4152,3,2022-01-11,2022-03-11,cancelled,119.0
2835,4156,1,2022-03-26,2022-04-26,cancelled,29.0
2836,4157,3,2024-07-18,,active,119.0
2837,4160,1,2024-09-26,2025-01-26,cancelled,29.0
2838,4160,2,2024-09-25,,active,59.0
2839,4161,3,2024-07-30,,active,119.0
2840,4163,1,2024-08-29,2025-06-28,cancelled,29.0
2841,4164,5,2023-12-23,2024-11-23,cancelled,49.92
2842,4165,3,2024-10-04,,active,119.0
2843,4166,5,2024-01-05,,active,49.92
2844,4167,5,2023-05-21,,active,49.92
2845,4167,3,2023-07-10,2023-09-10,cancelled,119.0
2846,4168,5,2022-09-05,2024-04-05,cancelled,49.92
2847,4171,3,2023-01-30,2024-03-28,cancelled,119.0
2848,4175,2,2025-08-29,,active,59.0
2849,4177,6,2024-10-07,,active,99.92
2850,4179,1,2023-10-17,2024-02-17,cancelled,29.0
2851,4180,4,2023-10-10,2025-07-10,cancelled,24.92
2852,4181,5,2024-01-27,2024-06-27,cancelled,49.92
2853,4182,1,2025-01-20,,active,29.0
2854,4184,6,2023-10-30,2023-10-30,cancelled,99.92
2855,4184,1,2023-09-11,2024-06-11,cancelled,29.0
2856,4189,2,2025-01-04,2025-01-04,cancelled,59.0
2857,4189,1,2025-01-28,,active,29.0
2858,4195,3,2024-11-20,,active,119.0
2859,4196,2,2023-02-25,2024-02-25,cancelled,59.0
2860,4196,1,2023-03-12,2023-10-12,cancelled,29.0
2861,4199,4,2024-03-15,2024-06-15,cancelled,24.92
2862,4199,3,2024-03-09,2024-10-09,cancelled,119.0
2863,4201,1,2025-06-26,,active,29.0
2864,4202,4,2023-03-27,,active,24.92
2865,4203,2,2022-11-03,,active,59.0
2866,4207,2,2024-09-26,2025-07-26,cancelled,59.0
2867,4208,4,2024-07-25,2024-07-25,cancelled,24.92
2868,4210,1,2022-06-18,2022-12-18,cancelled,29.0
2869,4212,4,2024-09-05,2025-10-05,cancelled,24.92
2870,4212,2,2024-09-06,2024-12-06,cancelled,59.0
2871,4213,1,2024-07-25,2024-07-25,cancelled,29.0
2872,4217,2,2022-05-07,2023-03-07,cancelled,59.0
2873,4218,4,2024-05-31,2024-05-31,cancelled,24.92
2874,4221,5,2023-10-15,2023-10-15,cancelled,49.92
2875,4223,4,2025-08-05,,active,24.92
2876,4226,6,2025-02-11,,active,99.92
2877,4231,6,2025-01-28,2025-06-28,cancelled,99.92
2878,4234,3,2025-09-08,,active,119.0
2879,4236,2,2023-10-03,,active,59.0
2880,4236,6,2023-09-13,,active,99.92
2881,4237,4,2022-07-01,,active,24.92
2882,4237,5,2022-06-21,,active,49.92
2883,4239,2,2025-02-04,,active,59.0
2884,4240,5,2023-11-14,,active,49.92
2885,4242,6,2024-02-19,2024-11-19,cancelled,99.92
2886,4244,5,2024-03-23,2024-03-23,cancelled,49.92
2887,4246,5,2025-09-21,,active,49.92
2888,4251,5,2024-01-03,,active,49.92
2889,4251,3,2024-01-23,2024-05-23,cancelled,119.0
2890,4253,5,2023-10-21,2023-10-21,cancelled,49.92
2891,4255,3,2023-01-24,2023-07-24,cancelled,119.0
2892,4256,5,2024-11-23,,active,49.92
2893,4259,4,2023-12-20,,active,24.92
2894,4260,6,2024-01-12,,active,99.92
2895,4262,3,2025-08-23,,active,119.0
2896,4262,1,2025-08-29,2025-08-29,cancelled,29.0
2897,4264,1,2024-02-09,,active,29.0
2898,4265,3,2024-12-30,,active,119.0
2899,4265,6,2024-12-19,,active,99.92
2900,4268,1,2022-06-15,2024-07-15,cancelled,29.0
2901,4269,1,2025-05-21,,active,29.0
2902,4269,6,2025-05-10,,active,99.92
2903,4270,6,2025-09-16,,active,99.92
2904,4271,2,2024-11-15,,active,59.0
2905,4272,3,2025-10-16,,active,119.0
2906,4272,2,2025-09-27,,active,59.0
2907,4275,5,2024-10-14,,active,49.92
2908,4280,6,2024-02-15,,active,99.92
2909,4282,3,2025-04-02,,active,119.0
2910,4283,5,2023-05-08,,active,49.92
2911,4283,3,2023-05-02,2024-06-02,cancelled,119.0
2912,4285,2,2024-07-21,,active,59.0
2913,4285,5,2024-08-03,2025-10-03,cancelled,49.92
2914,4287,1,2025-07-13,,active,29.0
2915,4289,1,2023-11-05,,active,29.0
2916,4290,2,2025-05-14,,active,59.0
2917,4293,2,2024-08-07,2024-08-07,cancelled,59.0
2918,4294,6,2025-08-16,2025-08-16,cancelled,99.92
2919,4297,5,2022-12-09,,active,49.92
2920,4299,2,2024-03-15,2025-04-15,cancelled,59.0
2921,4300,6,2024-09-12,2024-09-12,cancelled,99.92
2922,4301,6,2022-09-02,2023-03-02,cancelled,99.92
2923,4302,3,2025-10-28,,active,119.0
2924,4303,6,2025-04-30,,active,99.92
2925,4304,2,2024-09-09,2024-10-09,cancelled,59.0
2926,4306,6,2022-08-17,2024-07-17,cancelled,99.92
2927,4307,6,2024-04-29,,active,99.92
2928,4307,1,2024-05-09,2024-09-09,cancelled,29.0
2929,4308,1,2024-11-17,2025-01-17,cancelled,29.0
2930,4308,3,2024-12-06,,active,119.0
2931,4311,3,2023-07-30,2024-07-29,cancelled,119.0
2932,4311,1,2023-07-13,,active,29.0
2933,4312,1,2025-10-03,,active,29.0
2934,4314,4,2025-07-30,,active,24.92
2935,4315,3,2025-10-25,,active,119.0
2936,4317,1,2025-02-13,,active,29.0
2937,4318,6,2022-06-04,2025-08-04,cancelled,99.92
2938,4319,4,2024-01-24,2024-11-24,cancelled,24.92
2939,4319,1,2024-02-13,,active,29.0
2940,4320,1,2024-07-05,2025-10-05,cancelled,29.0
2941,4320,5,2024-07-01,2024-11-01,cancelled,49.92
2942,4321,5,2024-10-14,2024-10-14,cancelled,49.92
2943,4322,5,2025-09-12,2025-09-12,cancelled,49.92
2944,4325,6,2025-05-14,,active,99.92
2945,4326,5,2025-09-26,,active,49.92
2946,4326,2,2025-09-16,,active,59.0
2947,4327,6,2022-03-27,,active,99.92
2948,4329,1,2022-08-24,2024-02-24,cancelled,29.0
2949,4329,3,2022-09-11,2023-04-11,cancelled,119.0
2950,4330,2,2025-06-26,,active,59.0
2951,4331,1,2023-09-04,,active,29.0
2952,4333,3,2024-03-17,,active,119.0
2953,4334,1,2024-11-11,,active,29.0
2954,4337,4,2024-09-13,,active,24.92
2955,4338,2,2025-09-07,,active,59.0
2956,4338,5,2025-09-13,,active,49.92
2957,4340,6,2023-05-13,,active,99.92
2958,4342,2,2022-05-09,2024-08-09,cancelled,59.0
2959,4343,5,2025-05-21,,active,49.92
2960,4344,1,2025-06-16,,active,29.0
2961,4346,5,2023-12-28,2025-03-28,cancelled,49.92
2962,4350,3,2024-12-11,2025-10-11,cancelled,119.0
2963,4351,2,2025-04-30,,active,59.0
2964,4351,1,2025-05-27,2025-05-27,cancelled,29.0
2965,4352,5,2024-10-21,,active,49.92
2966,4353,1,2024-02-12,2025-03-12,cancelled,29.0
2967,4354,4,2025-10-21,,active,24.92
2968,4354,3,2025-10-10,2025-10-10,cancelled,119.0
2969,4357,1,2023-05-01,2024-05-01,cancelled,29.0
2970,4358,5,2024-11-14,2024-11-14,cancelled,49.92
2971,4359,6,2024-08-29,,active,99.92
2972,4360,3,2023-03-24,2024-03-24,cancelled,119.0
2973,4361,2,2022-06-05,2022-09-05,cancelled,59.0
2974,4362,4,2024-10-27,2025-01-27,cancelled,24.92
2975,4363,1,2025-03-12,2025-09-12,cancelled,29.0
2976,4363,6,2025-04-13,,active,99.92
2977,4366,4,2024-11-30,,active,24.92
2978,4367,3,2022-07-16,,active,119.0
2979,4369,1,2023-01-29,2023-01-29,cancelled,29.0
2980,4370,3,2023-02-22,2024-07-22,cancelled,119.0
2981,4371,3,2023-03-28,2023-03-28,cancelled,119.0
2982,4372,2,2024-01-05,,active,59.0
2983,4374,5,2024-01-10,2025-08-10,cancelled,49.92
2984,4374,3,2024-01-28,2025-09-28,cancelled,119.0
2985,4376,6,2024-04-25,,active,99.92
2986,4377,1,2023-12-16,2025-02-16,cancelled,29.0
2987,4377,4,2024-01-22,2024-09-22,cancelled,24.92
2988,4378,3,2025-06-19,,active,119.0
2989,4378,1,2025-07-10,,active,29.0
2990,4379,3,2023-01-18,2024-08-18,cancelled,119.0
2991,4381,5,2022-06-10,,active,49.92
2992,4381,1,2022-07-04,2023-09-04,cancelled,29.0
2993,4382,5,2022-06-27,2022-11-27,cancelled,49.92
2994,4383,4,2024-09-13,,active,24.92
2995,4384,5,2024-08-12,,active,49.92
2996,4384,4,2024-08-08,,active,24.92
2997,4385,2,2025-08-23,,active,59.0
2998,4386,4,2024-09-13,,active,24.92
2999,4388,3,2022-06-22,2025-10-22,cancelled,119.0
3000,4389,3,2022-09-06,,active,119.0
3001,4389,4,2022-10-20,2023-12-20,cancelled,24.92
3002,4392,4,2024-08-31,,active,24.92
3003,4394,1,2022-05-21,2023-06-21,cancelled,29.0
3004,4395,2,2025-10-06,,active,59.0
3005,4395,1,2025-10-12,,active,29.0
3006,4398,1,2022-07-21,2022-07-21,cancelled,29.0
3007,4400,6,2022-11-23,2024-03-23,cancelled,99.92
3008,4401,5,2022-11-13,2023-01-13,cancelled,49.92
3009,4402,5,2024-06-15,,active,49.92
3010,4404,1,2023-12-06,2023-12-06,cancelled,29.0
3011,4406,5,2025-01-12,2025-01-12,cancelled,49.92
3012,4407,3,2025-09-27,,active,119.0
3013,4408,5,2022-11-23,2024-04-23,cancelled,49.92
3014,4409,3,2024-02-02,,active,119.0
3015,4412,3,2022-02-20,,active,119.0
3016,4412,6,2022-01-22,2022-04-22,cancelled,99.92
3017,4415,4,2024-03-06,2024-03-06,cancelled,24.92
3018,4417,4,2024-01-30,,active,24.92
3019,4418,3,2022-05-04,2022-07-04,cancelled,119.0
3020,4420,1,2023-03-18,,active,29.0
3021,4421,4,2022-10-12,2025-05-12,cancelled,24.92
3022,4421,2,2022-10-04,2022-12-04,cancelled,59.0
3023,4422,1,2025-10-02,,active,29.0
3024,4424,3,2025-02-16,,active,119.0
3025,4425,1,2023-11-04,2024-01-04,cancelled,29.0
3026,4426,6,2024-01-27,,active,99.92
3027,4426,4,2024-02-12,2024-04-12,cancelled,24.92
3028,4428,2,2022-10-04,,active,59.0
3029,4428,4,2022-08-21,2025-10-21,cancelled,24.92
3030,4430,2,2025-05-21,,active,59.0
3031,4432,2,2024-07-18,2025-02-18,cancelled,59.0
3032,4433,1,2024-05-07,2025-04-07,cancelled,29.0
3033,4434,1,2025-10-04,,active,29.0
3034,4434,2,2025-09-09,2025-09-09,cancelled,59.0
3035,4435,1,2022-07-22,2025-08-22,cancelled,29.0
3036,4436,5,2023-09-12,,active,49.92
3037,4436,6,2023-08-12,,active,99.92
3038,4442,3,2025-06-19,,active,119.0
3039,4444,6,2024-02-07,2024-02-07,cancelled,99.92
3040,4451,4,2024-02-13,2024-02-13,cancelled,24.92
3041,4452,5,2024-09-16,,active,49.92
3042,4454,4,2025-05-10,,active,24.92
3043,4455,6,2025-07-16,,active,99.92
3044,4457,4,2025-02-10,2025-09-10,cancelled,24.92
3045,4457,5,2025-02-18,2025-08-18,cancelled,49.92
3046,4458,3,2022-11-30,,active,119.0
3047,4458,4,2022-12-11,2025-06-11,cancelled,24.92
3048,4459,1,2024-02-13,,active,29.0
3049,4460,5,2024-07-28,,active,49.92
3050,4462,1,2024-07-10,,active,29.0
3051,4464,3,2022-12-30,,active,119.0
3052,4465,6,2024-12-24,,active,99.92
3053,4466,2,2024-02-12,,active,59.0
3054,4467,6,2022-12-14,2024-07-14,cancelled,99.92
3055,4471,2,2025-10-02,2025-10-02,cancelled,59.0
3056,4473,3,2023-04-19,,active,119.0
3057,4475,3,2024-12-21,,active,119.0
3058,4476,5,2024-05-17,2025-08-17,cancelled,49.92
3059,4478,3,2023-12-01,,active,119.0
3060,4480,2,2024-08-28,2025-09-28,cancelled,59.0
3061,4481,4,2023-02-09,,active,24.92
3062,4482,2,2024-05-07,,active,59.0
3063,4483,6,2024-08-20,,active,99.92
3064,4487,3,2022-03-23,2022-08-23,cancelled,119.0
3065,4488,3,2023-11-22,2025-03-22,cancelled,119.0
3066,4489,6,2025-04-15,2025-04-15,cancelled,99.92
3067,4490,6,2024-08-04,,active,99.92
3068,4493,6,2024-08-27,2025-07-27,cancelled,99.92
3069,4494,5,2025-06-05,,active,49.92
3070,4495,2,2025-03-16,2025-04-16,cancelled,59.0
3071,4496,4,2024-11-05,2024-11-05,cancelled,24.92
3072,4497,3,2024-05-23,,active,119.0
3073,4500,1,2024-03-07,2024-11-07,cancelled,29.0
3074,4502,1,2024-06-05,2025-01-05,cancelled,29.0
3075,4503,1,2023-08-22,,active,29.0
3076,4503,5,2023-07-29,,active,49.92
3077,4504,5,2022-02-11,2022-02-11,cancelled,49.92
3078,4504,3,2022-02-13,2024-11-13,cancelled,119.0
3079,4505,2,2024-06-23,,active,59.0
3080,4506,3,2023-08-10,2024-01-10,cancelled,119.0
3081,4507,1,2025-03-11,2025-04-11,cancelled,29.0
3082,4508,4,2022-03-21,2024-02-21,cancelled,24.92
3083,4509,1,2024-08-26,,active,29.0
3084,4510,1,2025-09-07,,active,29.0
3085,4511,5,2023-01-25,,active,49.92
3086,4514,5,2024-11-09,,active,49.92
3087,4515,5,2024-08-13,2024-09-13,cancelled,49.92
3088,4517,1,2024-06-19,,active,29.0
3089,4519,6,2023-04-09,2023-08-09,cancelled,99.92
3090,4525,5,2025-06-06,,active,49.92
3091,4526,1,2024-03-18,2025-07-18,cancelled,29.0
3092,4529,2,2024-08-12,2025-08-12,cancelled,59.0
3093,4530,4,2023-02-26,,active,24.92
3094,4530,1,2023-02-18,2025-08-18,cancelled,29.0
